"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032608","GO:0032608","interferon-beta production","17/1470","57/11957",0.298245614035088,2.42593388232486,4.04007402217055,0.000339665088221077,0.121407610595121,0.121407610595121,"DDX3X/MORC3/RIGI/HMGB2/IRF7/OAS1/OAS2/OAS3/ZC3HAV1/PTPRS/RELB/IFIH1/POLR3D/NLRX1/NMI/ARRDC4/ISG15",17
"GO:0032648","GO:0032648","regulation of interferon-beta production","17/1470","57/11957",0.298245614035088,2.42593388232486,4.04007402217055,0.000339665088221077,0.121407610595121,0.121407610595121,"DDX3X/MORC3/RIGI/HMGB2/IRF7/OAS1/OAS2/OAS3/ZC3HAV1/PTPRS/RELB/IFIH1/POLR3D/NLRX1/NMI/ARRDC4/ISG15",17
"GO:1903715","GO:1903715","regulation of aerobic respiration","11/1470","29/11957",0.379310344827586,3.08531550551255,4.20932969144487,0.000389647221137838,0.121407610595121,0.121407610595121,"PPIF/COX7A1/ABCD1/ISCU/NUPR1/IDE/SHMT2/PINK1/VCP/SLC25A23/SLC25A33",11
"GO:0031640","GO:0031640","killing of cells of another organism","18/1470","63/11957",0.285714285714286,2.32400388726919,3.94476879801872,0.000412493192886136,0.121407610595121,0.121407610595121,"PGLYRP3/GBP5/GBP1/CXCL8/CXCL10/KRT6A/MYD88/NOS2/NTS/PGLYRP4/S100A12/CCL20/CCL22/CXCL11/C5/RNASE7/H2BC12/H2BC11",18
"GO:0141061","GO:0141061","disruption of cell in another organism","18/1470","63/11957",0.285714285714286,2.32400388726919,3.94476879801872,0.000412493192886136,0.121407610595121,0.121407610595121,"PGLYRP3/GBP5/GBP1/CXCL8/CXCL10/KRT6A/MYD88/NOS2/NTS/PGLYRP4/S100A12/CCL20/CCL22/CXCL11/C5/RNASE7/H2BC12/H2BC11",18
"GO:0042073","GO:0042073","intraciliary transport","14/1470","43/11957",0.325581395348837,2.64828349944629,4.053809419653,0.000414954422124942,0.121407610595121,0.121407610595121,"IFT27/CEP131/INTU/IFT81/ARL3/WDPCP/IFT57/IFT80/WDR19/IFT22/FUZ/DYNC2I2/IFT20/IFT140",14
"GO:0061512","GO:0061512","protein localization to cilium","17/1470","58/11957",0.293103448275862,2.38410743607788,3.95598424175167,0.000426262548615712,0.121407610595121,0.121407610595121,"RAB3IP/ARL13B/GAS8/ARL3/ASB3/ATP6V1D/IFT80/WDR19/TULP3/TCTN1/TCTN2/ARL6/DNAH11/RAB11A/IFT20/CROCC/IFT140",17
"GO:0000725","GO:0000725","recombinational repair","37/1470","172/11957",0.215116279069767,1.74975874070558,3.70806171805375,0.000429254957908502,0.121407610595121,0.121407610595121,"ACTR2/POLQ/BRD8/TOPBP1/RMI2/ZFYVE26/SPIDR/SAMHD1/ASTE1/PRMT1/MCM2/MCM3/MCM5/MCM6/MCM7/MRNIP/GINS2/PARPBP/WRAP53/ZGRF1/RAD51C/RBBP8/RPA3/FIGNL1/NABP1/BRCA1/XRCC1/HROB/CDC7/CDC45/RHNO1/SLF1/GINS4/MCM8/ACTL6A/RUVBL1/TIMELESS",37
"GO:0042742","GO:0042742","defense response to bacterium","39/1470","185/11957",0.210810810810811,1.71473800330943,3.66803607775204,0.000466863285228584,0.122633556274615,0.122633556274615,"PGLYRP3/GBP5/WFDC12/DMBT1/GBP1/GRN/HLA-E/HMGB2/ARG2/KRT6A/GPR15LG/MYD88/NOS2/OAS1/OAS2/OAS3/P2RX7/PLAC8/PRKD1/PGLYRP4/ZNFX1/RNF213/IL22RA1/S100A8/S100A9/S100A12/CCL20/NOD2/SLPI/SPRR2A/SLC30A1/SEH1L/CASP4/RNASE7/H2BC12/H2BC11/IL27RA/CD36/ISG15",39
"GO:0034340","GO:0034340","response to type I interferon","19/1470","69/11957",0.27536231884058,2.23980084787538,3.86676752693892,0.000481766082398802,0.122633556274615,0.122633556274615,"USP18/SAMHD1/IFI27/IFIT1/IRF7/JAK1/MMP12/MX1/MYD88/OAS1/OAS2/OAS3/IFIH1/SHMT2/SP100/STAT2/TYK2/NLRC5/ISG15",19
"GO:0045071","GO:0045071","negative regulation of viral genome replication","15/1470","49/11957",0.306122448979592,2.49000416493128,3.91284005798385,0.000550384624472565,0.133428958247135,0.133428958247135,"IFIT5/IFIT1/MX1/OAS1/OAS2/OAS3/EIF2AK2/PROX1/ZC3HAV1/ZNFX1/IFIH1/SLPI/RSAD2/APOBEC3B/ISG15",15
"GO:0006302","GO:0006302","double-strand break repair","54/1470","284/11957",0.190140845070423,1.54660822075309,3.49035879360679,0.000658768340248878,0.152444982736684,0.152444982736684,"ACTR2/POLQ/BRD8/TOPBP1/CHEK2/RMI2/EME1/FANCD2/ZFYVE26/SPIDR/SAMHD1/PAXX/ASTE1/HMGB2/PRMT1/MCM2/MCM3/MCM5/MCM6/MCM7/OGG1/MRNIP/GINS2/PML/POLB/PARPBP/ZCWPW1/WRAP53/ZGRF1/HMCES/RAD51C/RBBP8/RPA3/FIGNL1/NABP1/SMARCD3/BRCA1/VCP/XRCC1/BRME1/ACTR5/CDC7/CDC45/RHNO1/SLF1/GINS4/NUDT16L1/SPIRE2/MCM8/KMT5C/TNKS1BP1/ACTL6A/RUVBL1/TIMELESS",54
"GO:1902882","GO:1902882","regulation of response to oxidative stress","11/1470","31/11957",0.354838709677419,2.88626289225368,3.93696589016316,0.000755370108101827,0.161527166254828,0.161527166254828,"DHFR/ABCD1/GGT7/USP25/TBC1D24/MEAK7/PINK1/BMP7/SESN2/FADS2/CD36",11
"GO:0141060","GO:0141060","disruption of anatomical structure in another organism","18/1470","66/11957",0.272727272727273,2.21836734693878,3.71592565027953,0.000761471614636785,0.161527166254828,0.161527166254828,"PGLYRP3/GBP5/GBP1/CXCL8/CXCL10/KRT6A/MYD88/NOS2/NTS/PGLYRP4/S100A12/CCL20/CCL22/CXCL11/C5/RNASE7/H2BC12/H2BC11",18
"GO:0043457","GO:0043457","regulation of cellular respiration","13/1470","41/11957",0.317073170731707,2.5790774846524,3.79189330509025,0.000879046413369999,0.173581410272329,0.173581410272329,"PPIF/COX7A1/ABCD1/ISCU/NUPR1/IDE/NOS2/OAS1/SHMT2/PINK1/VCP/SLC25A23/SLC25A33",13
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","25/1470","106/11957",0.235849056603774,1.9183994352458,3.55576481440533,0.000886489229440298,0.173581410272329,0.173581410272329,"USP18/UFL1/SAMHD1/GFER/SFN/GRN/CD274/HLA-E/HLA-G/ARG2/MMP12/OAS1/OAS3/PIM1/SIGIRR/TRIM21/STAT2/TARBP2/YWHAZ/NLRX1/NLRC5/DNAJA3/NMI/ISG15/USP15",25
"GO:0045824","GO:0045824","negative regulation of innate immune response","20/1470","78/11957",0.256410256410256,2.08564451421594,3.60139692104815,0.000937567003370088,0.176783467191004,0.176783467191004,"USP18/SAMHD1/GFER/SFN/GRN/HLA-E/HLA-G/MMP12/OAS1/OAS3/PIM1/TRIM21/STAT2/YWHAZ/NLRX1/NLRC5/DNAJA3/NMI/ISG15/USP15",20
"GO:0051607","GO:0051607","defense response to virus","49/1470","256/11957",0.19140625,1.55690104166667,3.37219367721474,0.000985485553214884,0.179182391122035,0.179182391122035,"TRIM22/ADARB1/IFI44L/RIPK3/USP18/GBP5/SLFN13/DMBT1/MORC3/RIGI/IFIT5/IFI6/SAMHD1/GBP1/IFI27/IFIT1/IFIT3/CXCL10/IRF7/MMP12/MX1/MX2/MYD88/OAS1/OAS2/OAS3/NT5C3A/PML/DDX60/EIF2AK2/ZC3HAV1/EXOSC5/ZNFX1/BCL2/AGBL5/IFIH1/ZDHHC11B/POLR3D/TRIM21/STAT2/TARBP2/TRIM8/AKAP1/NLRC5/IL33/DDX60L/RSAD2/APOBEC3B/ISG15",49
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","18/1470","68/11957",0.264705882352941,2.1531212484994,3.57011950934233,0.00111438090582929,0.195631489364721,0.195631489364721,"PGLYRP3/DMBT1/HLA-E/HMGB2/KRT6A/GPR15LG/MYD88/P2RX7/PGLYRP4/NOD2/SPRR2A/SEH1L/CASP4/RNASE7/H2BC12/H2BC11/IL27RA/CD36",18
"GO:0071357","GO:0071357","cellular response to type I interferon","17/1470","63/11957",0.26984126984127,2.19489256019868,3.56009142705645,0.00120236352048953,0.204041089427074,0.204041089427074,"USP18/SAMHD1/IFI27/IFIT1/IRF7/JAK1/MMP12/MYD88/OAS1/OAS2/OAS3/IFIH1/SP100/STAT2/TYK2/NLRC5/ISG15",17
"GO:0007099","GO:0007099","centriole replication","12/1470","38/11957",0.315789473684211,2.56863587540279,3.62593503159903,0.00143230360288808,0.224182919702452,0.224182919702452,"CDK2/PLK2/CCDC57/WDR62/TRIM37/MDM1/BRCA1/CEP76/CEP44/KAT2B/CCP110/KIAA0753",12
"GO:0072529","GO:0072529","pyrimidine-containing compound catabolic process","9/1470","24/11957",0.375,3.05025510204082,3.7641306445543,0.00145222903926628,0.224182919702452,0.224182919702452,"TYMP/ALDH6A1/OGG1/NT5M/UNG/DCTPP1/MBD4/ENTPD5/CDA",9
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","17/1470","64/11957",0.265625,2.16059736394558,3.48539371662691,0.00145315976236121,0.224182919702452,0.224182919702452,"PGLYRP3/DMBT1/CXCL8/CXCL10/KRT6A/NTS/PGLYRP4/S100A7/S100A9/S100A12/CCL20/CCL22/CXCL11/NOD2/RNASE7/H2BC12/H2BC11",17
"GO:0016446","GO:0016446","somatic hypermutation of immunoglobulin genes","6/1470","12/11957",0.5,4.06700680272109,3.97958945852817,0.00163212974273964,0.233475105694134,0.233475105694134,"POLQ/SAMHD1/POLB/HMCES/UNG/EXO1",6
"GO:0050884","GO:0050884","neuromuscular process controlling posture","6/1470","12/11957",0.5,4.06700680272109,3.97958945852817,0.00163212974273964,0.233475105694134,0.233475105694134,"ADARB1/GAA/PNKD/MECP2/TMEM150C/SLURP1",6
"GO:0009913","GO:0009913","epidermal cell differentiation","36/1470","178/11957",0.202247191011236,1.64508140334786,3.24635716189019,0.00165097305146117,0.233475105694134,0.233475105694134,"TRIOBP/DSP/FGF2/FLNB/POU2F3/INTU/GLI1/SFN/TPRN/KRT6C/SLC39A2/LCE3E/IVL/KCNQ1/KRT2/KRT5/KRT6A/KRT6B/KRT10/KRT14/KRT16/WDPCP/PKP1/PTCH1/S100A7/CDH23/SPRR1B/SPRR2B/SPRR2D/SPRR2E/SPRR2G/SULT2B1/TMEM79/CNFN/LCE3D/MAFB",36
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","34/1470","166/11957",0.204819277108434,1.66600278665683,3.23504821100487,0.0017551698232541,0.236923680069028,0.236923680069028,"ACTR2/POLQ/BRD8/TOPBP1/RMI2/ZFYVE26/SPIDR/SAMHD1/ASTE1/PRMT1/MCM2/MCM3/MCM5/MCM6/MCM7/MRNIP/GINS2/PARPBP/WRAP53/RAD51C/RBBP8/RPA3/FIGNL1/NABP1/BRCA1/XRCC1/CDC7/CDC45/SLF1/GINS4/MCM8/ACTL6A/RUVBL1/TIMELESS",34
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","28/1470","129/11957",0.217054263565891,1.76552233296419,3.27282699669165,0.00176843446132844,0.236923680069028,0.236923680069028,"HIBADH/AZIN2/AFMID/GCAT/PHGDH/GCDH/GLDC/GOT1/PYCR2/ARG2/MECP2/ALDH6A1/MSRA/MTHFR/NOS2/AADAT/PRODH/MCCC1/PSPH/PYCR1/BCAT1/BCAT2/AASDHPPT/SLC39A8/SHMT2/DGLUCY/PCBD2/GMPS",28
"GO:0032728","GO:0032728","positive regulation of interferon-beta production","12/1470","39/11957",0.307692307692308,2.50277341705913,3.5192498732244,0.00184095430568203,0.240315342826339,0.240315342826339,"DDX3X/RIGI/HMGB2/IRF7/OAS1/OAS2/OAS3/ZC3HAV1/IFIH1/POLR3D/ARRDC4/ISG15",12
"GO:1905515","GO:1905515","non-motile cilium assembly","15/1470","55/11957",0.272727272727273,2.21836734693878,3.39059259694205,0.0020408382006587,0.259747681988836,0.259747681988836,"ARL13B/CEP131/ATMIN/INTU/KCNQ1/MAP4/WRAP73/MKS1/IFT57/IFT80/FUZ/ENKD1/CEP89/HAP1/IFT140",15
"GO:0006275","GO:0006275","regulation of DNA replication","25/1470","113/11957",0.221238938053097,1.79956053217747,3.19718198579441,0.0023076036619719,0.268431469298127,0.268431469298127,"CDK2/CDKN1B/POLG2/GLI1/TFPT/MCM2/MCM3/MCM5/MCM6/MCM7/PTK6/RFC4/RFC5/TSPYL2/METTL4/DSCC1/E2F8/ACTR5/JADE1/DBF4B/CDC7/ING5/ACTL6A/RUVBL1/TIMELESS",25
"GO:0098534","GO:0098534","centriole assembly","12/1470","40/11957",0.3,2.44020408163265,3.41583237128633,0.00234051369873027,0.268431469298127,0.268431469298127,"CDK2/PLK2/CCDC57/WDR62/TRIM37/MDM1/BRCA1/CEP76/CEP44/KAT2B/CCP110/KIAA0753",12
"GO:0006268","GO:0006268","DNA unwinding involved in DNA replication","8/1470","21/11957",0.380952380952381,3.09867184969226,3.60371772661718,0.00237270008218734,0.268431469298127,0.268431469298127,"MCM2/MCM3/MCM5/MCM6/MCM7/GINS2/CDC45/GINS4",8
"GO:0060339","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","8/1470","21/11957",0.380952380952381,3.09867184969226,3.60371772661718,0.00237270008218734,0.268431469298127,0.268431469298127,"USP18/SAMHD1/MMP12/OAS1/OAS3/STAT2/NLRC5/ISG15",8
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","8/1470","21/11957",0.380952380952381,3.09867184969226,3.60371772661718,0.00237270008218734,0.268431469298127,0.268431469298127,"DHFR/ABCD1/TBC1D24/MEAK7/PINK1/BMP7/FADS2/CD36",8
"GO:0007224","GO:0007224","smoothened signaling pathway","26/1470","120/11957",0.216666666666667,1.76236961451247,3.14239926286906,0.00259850861193382,0.272807081602396,0.272807081602396,"IFT27/ARL13B/GPR161/GAS8/B9D1/INTU/GLI1/IFT81/FOXA1/ARL3/WDPCP/MKS1/IFT57/PTCH1/IFT80/WDR19/TULP3/VCP/CFAP410/TCTN1/TCTN2/FUZ/ARMC9/RAB34/IFT20/IFT140",26
"GO:1903900","GO:1903900","regulation of viral life cycle","26/1470","120/11957",0.216666666666667,1.76236961451247,3.14239926286906,0.00259850861193382,0.272807081602396,0.272807081602396,"TRIM22/ADARB1/DDX3X/IFIT5/IFIT1/CXCL8/MX1/OAS1/OAS2/OAS3/FURIN/TMEM39A/EIF2AK2/PROX1/ZC3HAV1/ZNFX1/RAD23A/BCL2/IFIH1/SLPI/TRIM21/TARBP2/TRIM8/RSAD2/APOBEC3B/ISG15",26
"GO:0170039","GO:0170039","proteinogenic amino acid metabolic process","24/1470","108/11957",0.222222222222222,1.80755857898715,3.1562474873235,0.00262581213001692,0.272807081602396,0.272807081602396,"AFMID/GCAT/PHGDH/GCDH/GLDC/GOT1/PYCR2/ARG2/MECP2/MSRA/MTHFR/NOS2/AADAT/PRODH/MCCC1/PSPH/PYCR1/BCAT1/BCAT2/AASDHPPT/SHMT2/DGLUCY/PCBD2/GMPS",24
"GO:0002566","GO:0002566","somatic diversification of immune receptors via somatic mutation","6/1470","13/11957",0.461538461538462,3.7541601255887,3.71973457645389,0.0027176206269888,0.272807081602396,0.272807081602396,"POLQ/SAMHD1/POLB/HMCES/UNG/EXO1",6
"GO:0060337","GO:0060337","type I interferon-mediated signaling pathway","16/1470","62/11957",0.258064516129032,2.0991002852754,3.24845555151061,0.00273289356938169,0.272807081602396,0.272807081602396,"USP18/SAMHD1/IFI27/IRF7/JAK1/MMP12/MYD88/OAS1/OAS2/OAS3/IFIH1/SP100/STAT2/TYK2/NLRC5/ISG15",16
"GO:1902017","GO:1902017","regulation of cilium assembly","16/1470","62/11957",0.258064516129032,2.0991002852754,3.24845555151061,0.00273289356938169,0.272807081602396,0.272807081602396,"RAB3IP/ATMIN/INTU/MAP4/WRAP73/WDPCP/WDR44/ODF2L/ATG3/FUZ/RAB11A/HAP1/IFT20/CROCC/CCP110/IFT140",16
"GO:0042391","GO:0042391","regulation of membrane potential","45/1470","242/11957",0.18595041322314,1.51252319109462,3.01561603955482,0.00279713129222966,0.273849911706561,0.273849911706561,"PPIF/CNGB1/DLG4/DMPK/ABAT/DSC2/DSP/MTLN/ABCD1/FLNA/NNT/IFI6/GABRP/ANK3/JUP/KCND1/KCNG1/KCNQ1/KIF5B/LIPA/CHCHD10/MAPT/MECP2/MPP2/P2RX7/SLC25A36/TBC1D24/NLGN2/HCN3/PYCR1/BCL2/SCN1B/SCN8A/SCN9A/BID/SLC39A8/PINK1/VCP/SLMAP/CALM1/SLC25A33/CACNA1H/CD36/NOS1AP/RIMS3",45
"GO:0030216","GO:0030216","keratinocyte differentiation","27/1470","127/11957",0.21259842519685,1.72927848304676,3.09334867100733,0.00288753537175622,0.277366841086998,0.277366841086998,"DSP/FLNB/POU2F3/INTU/SFN/KRT6C/SLC39A2/LCE3E/IVL/KRT2/KRT5/KRT6A/KRT6B/KRT10/KRT14/KRT16/PKP1/S100A7/SPRR1B/SPRR2B/SPRR2D/SPRR2E/SPRR2G/TMEM79/CNFN/LCE3D/MAFB",27
"GO:0006862","GO:0006862","nucleotide transport","10/1470","31/11957",0.32258064516129,2.62387535659425,3.38931647070133,0.0029550207687825,0.278592791367994,0.278592791367994,"PANX1/SLC25A42/SLC25A4/SLC35B2/P2RX7/SLC25A36/SLC25A19/SLC17A9/SLC25A23/SLC25A33",10
"GO:0019079","GO:0019079","viral genome replication","25/1470","116/11957",0.21551724137931,1.75302017358668,3.0511769989372,0.00334887400075363,0.309530983768363,0.309530983768363,"ADARB1/DDX3X/IFIT5/IFI27/IFIT1/CXCL8/MX1/OAS1/OAS2/OAS3/TMEM39A/EIF2AK2/PROX1/ZC3HAV1/ZNFX1/RAD23A/BCL2/IFIH1/SLPI/TARBP2/VCP/RSAD2/ZBED1/APOBEC3B/ISG15",25
"GO:1902115","GO:1902115","regulation of organelle assembly","39/1470","205/11957",0.190243902439024,1.54744649079144,2.95997949080968,0.00343697312088076,0.309530983768363,0.309530983768363,"PDCD6IP/SPAG5/PLK2/CHEK2/RAB3IP/C9orf72/ATMIN/NUPR1/INTU/UBQLN2/HSPA1A/HSPA1B/MAP4/MSN/TRIM37/WRAP73/WDPCP/WDR44/NBDY/TMEM39A/MDM1/ODF2L/LRFN1/PTPRD/PTPRS/RAB5A/RNF5/ATG3/PINK1/BRCA1/CEP76/FUZ/RAB11A/KAT2B/HAP1/IFT20/CROCC/CCP110/IFT140",39
"GO:0032508","GO:0032508","DNA duplex unwinding","17/1470","69/11957",0.246376811594203,2.00403233757271,3.13143812215957,0.00346557966505533,0.309530983768363,0.309530983768363,"POLQ/DDX3X/MCM2/MCM3/MCM5/MCM6/MCM7/DDX12P/GINS2/ZGRF1/RFC4/RFC5/DSCC1/CDC45/GINS4/MCM8/RUVBL1",17
"GO:0032392","GO:0032392","DNA geometric change","18/1470","75/11957",0.24,1.95216326530612,3.0968720787835,0.00362653010355491,0.318321806158587,0.318321806158587,"POLQ/DDX3X/HMGB2/MCM2/MCM3/MCM5/MCM6/MCM7/DDX12P/GINS2/ZGRF1/RFC4/RFC5/DSCC1/CDC45/GINS4/MCM8/RUVBL1",18
"GO:0019730","GO:0019730","antimicrobial humoral response","21/1470","93/11957",0.225806451612903,1.83671274961598,3.03269181073216,0.00385972589316284,0.318940328050884,0.318940328050884,"PGLYRP3/WFDC12/DMBT1/HLA-E/CXCL8/CXCL10/KRT6A/NTS/PGLYRP4/S100A7/S100A9/S100A12/CCL20/CCL22/CXCL11/NOD2/SLPI/SPRR2A/RNASE7/H2BC12/H2BC11",21
"GO:0006244","GO:0006244","pyrimidine nucleotide catabolic process","7/1470","18/11957",0.388888888888889,3.16322751322751,3.43859051529253,0.00388569940567581,0.318940328050884,0.318940328050884,"TYMP/OGG1/NT5M/UNG/DCTPP1/MBD4/ENTPD5",7
"GO:0140354","GO:0140354","lipid import into cell","7/1470","18/11957",0.388888888888889,3.16322751322751,3.43859051529253,0.00388569940567581,0.318940328050884,0.318940328050884,"SLC27A5/SLC27A4/ACSL1/SLC27A1/LIPA/IRS2/CD36",7
"GO:0140374","GO:0140374","antiviral innate immune response","14/1470","53/11957",0.264150943396226,2.14860736747529,3.13753847285478,0.00391231168375613,0.318940328050884,0.318940328050884,"USP18/MORC3/RIGI/IFIT1/IFIT3/CXCL10/MX1/OAS1/OAS2/OAS3/EIF2AK2/IFIH1/ZDHHC11B/AKAP1",14
"GO:0015911","GO:0015911","long-chain fatty acid import across plasma membrane","5/1470","10/11957",0.5,4.06700680272109,3.63254743336535,0.00412022011987194,0.318940328050884,0.318940328050884,"SLC27A5/ACSL1/SLC27A1/IRS2/CD36",5
"GO:0090557","GO:0090557","establishment of endothelial intestinal barrier","5/1470","10/11957",0.5,4.06700680272109,3.63254743336535,0.00412022011987194,0.318940328050884,0.318940328050884,"TJP3/MYD88/RAP2C/PTPRS/CLDN1",5
"GO:0050777","GO:0050777","negative regulation of immune response","32/1470","162/11957",0.197530864197531,1.60671873687747,2.91086408962535,0.00423883204982119,0.318940328050884,0.318940328050884,"PLK2/USP18/PGLYRP3/C9orf72/UFL1/SAMHD1/GFER/SFN/GRN/CD274/HLA-E/HLA-G/ARG2/MMP12/OAS1/OAS3/FURIN/ZBTB7B/PIM1/NOD2/TRIM21/STAT2/YWHAZ/NLRX1/NLRC5/IL33/DNAJA3/NMI/IL1RL1/IL27RA/ISG15/USP15",32
"GO:0021904","GO:0021904","dorsal/ventral neural tube patterning","6/1470","14/11957",0.428571428571429,3.48600583090379,3.48445958118482,0.00426533577758855,0.318940328050884,0.318940328050884,"GPR161/FOXA1/PTCH1/WDR19/TULP3/TCTN1",6
"GO:0030174","GO:0030174","regulation of DNA-templated DNA replication initiation","6/1470","14/11957",0.428571428571429,3.48600583090379,3.48445958118482,0.00426533577758855,0.318940328050884,0.318940328050884,"CDK2/MCM2/MCM3/MCM5/MCM6/MCM7",6
